casnumber_grouped,accepted_name,source,statistic_type,stat_tier,test_class,conc_ug_L
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,77.5
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1565.8000000000002
27854315,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,1760
70887944,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,3270
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,21600
10124319,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,7200
14808798,Pseudacris regilla,wqbench,EC25,undefined_x_needs_ruling,chronic,1190000
82657043,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.232
53826123,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,17400
42615292,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,1000
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,130.30000000000004
