source,scientificname,kingdom,phylum,subphylum,superclass,class,order_taxon,family,genus,common_name,source_majorgroup,source_minorgroup,source_trophic,source_ecological,source_animaltype,source_animalcategory,isheterotroph,ncbi_taxid
envirotox,Pandorina morum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlamydomonales,Volvocaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pangasius hypophthalmus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Pangasiidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Panopeus herbstii,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Xanthidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paphia laterisulca,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Veneridae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paracalanus parvus,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Paracalanidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paracerceis sculpta,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Isopoda,Sphaeromatidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paracheirodon axelrodi,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Parachlorella kessleri,Plantae,Chlorophyta,NA,NA,Trebouxiophyceae,Chlorellales,Chlorellaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Paragnetina media,Animalia,Arthropoda,Hexapoda,NA,Insecta,Plecoptera,Perlidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paragnetina sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Plecoptera,Perlidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paraleptophlebia pallipes,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paraleptophlebia praepedita,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paraleptophlebia sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paraleptophlebia submarginata,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paralichthys olivaceus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Bothidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Paralichthys orbignyanus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Bothidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Paramecium aurelia,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Parameciidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paramecium bursaria,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Parameciidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paramecium caudatum,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Parameciidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paramecium multimicronucleatum,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Parameciidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Parapristipoma trilineatum,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Haemulidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Parastenocaris germanica,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Harpacticoida,Parastenocarididae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratanytarsus parthenogeneti,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratanytarsus sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratelphusa hydrodromus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Parathelphusidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratelphusa jacquemontii,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Parathelphusidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratelphusa masoniana,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Parathelphusidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratelphusa spinigera,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Parathelphusidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratya australiensis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Atyidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Paratya compressa ssp improvisa,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Atyidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Parophrys vetulus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Parreysia favidens,Animalia,Mollusca,NA,NA,Bivalvia,Unionoida,Unionidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pavlova lutheri,Plantae,Chrysophyta,NA,NA,Chrysophyceae,Ochromonadales,Ochromonadaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pavlova sp,Plantae,Chrysophyta,NA,NA,Chrysophyceae,Ochromonadales,Ochromonadaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pectinaria californiensis,Animalia,Annelida,NA,NA,Polychaeta,Canalipalpata,Pectinariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pectinatella magnifica,Animalia,Ectoprocta,NA,NA,Phylactolaemata,Plumatellida,Pectinatellidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pediastrum duplex,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pediastrum sp,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pediastrum tetras,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pedicia sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Tipulidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Peloscolex ferox,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Tubificidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Peloscolex gabriellae,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Tubificidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pelteobagrus fulvidraco,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Peltodytes sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Coleoptera,Haliplidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus aztecus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus chinensis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus duorarum,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus indicus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus japonicus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus merguiensis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus monodon,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus paulensis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus penicillatus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus plebejus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus semisulcatus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus setiferus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus sp,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus stylirostris,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penaeus vannamei,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Penaeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Penium margaritaceum,Plantae,Charophyta,NA,NA,Conjugatophyceae,Desmidales,Peniaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pentaneura monilis,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pentaneura sp,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Peprilus triacanthus,Animalia,Chordata,NA,NA,Actinopterygii,Perciformes,Stromate,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Perca flavescens,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Perca fluviatilis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Perca sp,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Perccottus glenii,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Odontobutidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Perna indica,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Perna viridis,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Petrolisthes armatus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Porcellanidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Petromyzon marinus,Animalia,Chordata,Vertebrata,Agnatha,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Phaeodactylum tricornutum,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Naviculales,Phaeodactylaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Phialidium sp,Animalia,Cnidaria,NA,NA,Hydrozoa,Leptothecatae,Campanulariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Philarctus quaeris,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Limnephilidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Philodina acuticornis,Animalia,Rotifera,NA,NA,Bdelloidea,Bdelloida,Philodinidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Philodina acuticornis odiosa,Animalia,Rotifera,NA,NA,Bdelloidea,Bdelloida,Philodinidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Philodina roseola,Animalia,Rotifera,NA,NA,Bdelloidea,Bdelloida,Philodinidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Philodina sp,Animalia,Rotifera,NA,NA,Bdelloidea,Bdelloida,Philodinidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Phormidium formosum,Monera,Cyanophycota,NA,NA,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Phoxinus eos,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Phoxinus phoxinus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Phryganea striata,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Phryganeidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Phyllospora comosa,Chromista,Phaeophyta,NA,NA,Phaeophyceae,Fucales,Phyllosporaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Physa fontinalis,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa gyrina,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa heterostropha,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa integra,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa pomilia,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa sp,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physa virgata,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physastra gibbosa,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physella acuta,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Physella heterostropha,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Physidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Piaractus mesopotamicus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pila globosa,Animalia,Mollusca,NA,NA,Gastropoda,Architaenioglossa,Ampullariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pimephales notatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pimephales promelas,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Piona carnea,Animalia,Arthropoda,Chelicerata,NA,Arachnida,Trombidiformes,Pionidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Piona coccinea,Animalia,Arthropoda,Chelicerata,NA,Arachnida,Trombidiformes,Pionidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Piona nodata,Animalia,Arthropoda,Chelicerata,NA,Arachnida,Trombidiformes,Pionidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pisidium sp,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Pisidiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pithophora oedogonia,Plantae,Chlorophyta,NA,NA,Ulvophyceae,Cladophorales,Pithophoraceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Pithophora sp,Plantae,Chlorophyta,NA,NA,Ulvophyceae,Cladophorales,Pithophoraceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Plagiognathops microlepis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Planorbella trivolvis,Animalia,Mollusca,NA,NA,Gastropoda,Basommatophora,Planorbidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Platichthys flesus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Platycnemis pennipes,Animalia,Arthropoda,Hexapoda,NA,Insecta,Odonata,Platycnemididae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Platygobio gracilis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Platyias quadricornis,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Brachionidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Platymonas sp,Plantae,Prasinophyta,NA,NA,Prasinophyceae,Pyramimonadales,Platymonadaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Platynereis dumerilii,Animalia,Annelida,NA,NA,Polychaeta,Aciculata,Nereididae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Plecoglossus altivelis,Animalia,Chordata,NA,NA,Actinopterygii,Osmerifiormes,Osmeridae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Plecostomus commersoni,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Pimelodidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pleurobrachia pileus,Animalia,Ctenophora,NA,NA,Tentaculata,Cydippida,Pleurobrachiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pleurocera sp,Animalia,Mollusca,NA,NA,Gastropoda,Neotaenioglossa,Pleuroceridae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pleuronectes americanus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pleuronectes platessa,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pleuronectes vetulus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pleuroxus truncatus,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Diplostraca,Chydoridae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Plumatella casmiana,Animalia,Ectoprocta,NA,NA,Phylactolaemata,Plumatellida,Plumatellidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pocillopora damicornis,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Pocilloporidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Podocerus fulanus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Podoceridae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Poecilia latipinna,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Poecilia mexicana,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Poecilia reticulata,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Poecilia sp,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Poecilia vivipara,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Poeciliopsis occidentalis,Animalia,Chordata,NA,NA,Actinopterygii,Cyprinidontiformes,Poeciliidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pogonichthys macrolepidotus,Animalia,Chordata,NA,NA,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pollimyrus isidori,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osteoglossiformes,Mormyridae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Polyarthra remata,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Synchaetidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Polyarthra sp,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Synchaetidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Polycelis felina,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Polycelis tenuis,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Polyodon spathula,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Polyodontidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Polypedilum nubifer,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pomacea canaliculata,Animalia,Mollusca,NA,NA,Gastropoda,Architaenioglossa,Ampullariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pomacea paludosa,Animalia,Mollusca,NA,NA,Gastropoda,Architaenioglossa,Ampullariidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pomacentrus leucostictus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Pomacentridae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pomatoschistus microps,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pomatoschistus minutus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pomoxis annularis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pomoxis nigromaculatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae,NA,NA,NA,NA,FISH,NA,NA,NA,NA,NA
envirotox,Pontogeneia sp,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Eusiridae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pontoporeia hoyi,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Haustoriidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pontoporeia sp,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Pontoporeiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Porphyra yezoensis,Plantae,Rhodophycota,NA,NA,Rhodophyceae,Bangiales,Bangiaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Porphyridium cruentum,Plantae,Rhodophycota,NA,NA,Rhodophyceae,Porphyridiales,Porphyridiaceae,NA,NA,NA,NA,ALGAE,NA,NA,NA,NA,NA
envirotox,Portunus pelagicus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Portunidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Portunus trituberculatus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Portunidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Potamonautes sp,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Potamonautidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Potamopyrgus antipodarum,Animalia,Mollusca,NA,NA,Gastropoda,Neotaenioglossa,Hydrobiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Potamopyrgus jenkinsi,Animalia,Mollusca,NA,NA,Gastropoda,Neotaenioglossa,Hydrobiidae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
envirotox,Pristina longiseta,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,NA,NA,NA,NA,INVERT,NA,NA,NA,NA,NA
