source,scientificname,kingdom,phylum,subphylum,superclass,class,order_taxon,family,genus,common_name,source_majorgroup,source_minorgroup,source_trophic,source_ecological,source_animaltype,source_animalcategory,isheterotroph,ncbi_taxid
wqbench,Misgurnus fossilis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,Loach,NA,NA,Fish,Other,NA,NA,NA,7984
wqbench,Misgurnus mizolepis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,Pond Loach,NA,NA,Fish,Other,NA,NA,NA,93600
wqbench,Mnemiopsis mccradyi,Animalia,Ctenophora,NA,NA,Tentaculata,Lobata,Bolinopsidae,Mnemiopsis,Comb Jelly,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mochlonyx culiciformis,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chaoboridae,Mochlonyx,Phantom Midge,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Modiolus auriculatus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Modiolus,Tropical Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,102324
wqbench,Modiolus demissus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Modiolus,Ribbed Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Modiolus modiolus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Modiolus,Horse Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,40256
wqbench,Modiolus philippinarum,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Modiolus,Philippine Horse Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,310899
wqbench,Mogurnda mogurnda,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Eleotridae,Mogurnda,Purple Spotted Gudgeon,NA,NA,Fish,Other,NA,NA,NA,86242
wqbench,Moina australiensis,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,NA
wqbench,Moina brachiata,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,675436
wqbench,Moina dubia,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,NA
wqbench,Moina irrasa,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,NA
wqbench,Moina macrocopa,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,150844
wqbench,Moina micrura,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,152158
wqbench,Moina mongolica,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,700594
wqbench,Moina rectirostris,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,262336
wqbench,Moina sp.,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moina,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,77663
wqbench,Moinodaphnia macleayi,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Moinidae,Moinodaphnia,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,527158
wqbench,Molanna angustata,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Molannidae,Molanna,Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,446450
wqbench,Molgula manhattensis,Animalia,Chordata,Tunicata,NA,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Sea Squirt,NA,NA,Invertebrate,Other,NA,NA,NA,30281
wqbench,Molgula sp.,Animalia,Chordata,Tunicata,NA,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,"Sea-Squirt, Sea Grapes",NA,NA,Invertebrate,Other,NA,NA,NA,27574
wqbench,Monacanthus hispidus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Tetraodontiformes,Tetraodontidae,Monacanthus,Planehead Filefish,NA,NA,Fish,Other,NA,NA,NA,349668
wqbench,Monhystera disjuncta,Animalia,Nematoda,NA,NA,Adenophorea,Monhysterida,Monhysteridae,Monhystera,Nematode,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monhystera microphthalma,Animalia,Nematoda,NA,NA,Adenophorea,Monhysterida,Monhysteridae,Monhystera,Nematode,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monochrysis sp.,Chromista,Chrysophyta,NA,NA,Chrysophyceae,Chromalinales,Chromulinaceae,Monochrysis,Golden Algae,NA,NA,Algae,Other,NA,NA,NA,NA
wqbench,Monoculodes edwardsi,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,Scud,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monodonta labio,Animalia,Mollusca,NA,NA,Gastropoda,Archaeogastropoda,Trochidae,Monodonta,Thick-lipped Topsnail,NA,NA,Invertebrate,Other,NA,NA,NA,74046
wqbench,Monodonta lineata,Animalia,Mollusca,NA,NA,Gastropoda,Archaeogastropoda,Trochidae,Monodonta,Lined Monodont,NA,NA,Invertebrate,Other,NA,NA,NA,1620919
wqbench,Monodonta turbinata,Animalia,Mollusca,NA,NA,Gastropoda,Archaeogastropoda,Trochidae,Monodonta,Snail,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monoporeia affinis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,Baltic Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,315606
wqbench,Monopterus albus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,Swamp Or White Ricefield Eel,NA,NA,Fish,Other,NA,NA,NA,43700
wqbench,Monopterus cuchia,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,Rice Eel,NA,NA,Fish,Other,NA,NA,NA,944441
wqbench,Monopylephorus cuticulatus,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Tubificidae,Monopylephorus,Aquatic Oligochaete Worm,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monopylephorus rubroniveus,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Tubificidae,Monopylephorus,Aquatic Oligochaete Worm,NA,NA,Invertebrate,Other,NA,NA,NA,132493
wqbench,Monoraphidium arcuatum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Algae,NA,NA,Algae,Other,NA,NA,NA,NA
wqbench,Monoraphidium contortum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Freshwater Algae,NA,NA,Algae,Other,NA,NA,NA,307511
wqbench,Monoraphidium convolutum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Green Algae,NA,NA,Algae,Other,NA,NA,NA,307513
wqbench,Monoraphidium dybowskii,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Algae,NA,NA,Algae,Other,NA,NA,NA,81818
wqbench,Monoraphidium griffithii,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Green Algae,NA,NA,Algae,Other,NA,NA,NA,307514
wqbench,Monoraphidium minutum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Algae,NA,NA,Algae,Other,NA,NA,NA,39955
wqbench,Monoraphidium sp.,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,Algae,NA,NA,Algae,Other,NA,NA,NA,34111
wqbench,Monostyla quadridentata,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Lecanidae,Monostyla,Rotifer,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Monostyla sp.,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Lecanidae,Monostyla,Rotifer,NA,NA,Invertebrate,Other,NA,NA,NA,145460
wqbench,Montastraea annularis,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Faviidae,Montastraea,Boulder Star Coral,NA,NA,Invertebrate,Other,NA,NA,NA,48500
wqbench,Montastraea cavernosa,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Faviidae,Montastraea,Great Star Coral,NA,NA,Invertebrate,Other,NA,NA,NA,63558
wqbench,Montastraea faveolata,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Faviidae,Montastraea,Coral,NA,NA,Invertebrate,Other,NA,NA,NA,48498
wqbench,Montastraea franksi,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Faviidae,Montastraea,Boulder Star Coral,NA,NA,Invertebrate,Other,NA,NA,NA,48499
wqbench,Montipora aequituberculata,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Acroporidae,Montipora,Stony Coral,NA,NA,Invertebrate,Other,NA,NA,NA,105609
wqbench,Montipora capitata,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Acroporidae,Montipora,Stony Coral,NA,NA,Invertebrate,Other,NA,NA,NA,46704
wqbench,Montipora digitata,Animalia,Cnidaria,NA,NA,Anthozoa,Scleractinia,Acroporidae,Montipora,Stony Coral,NA,NA,Invertebrate,Other,NA,NA,NA,46705
wqbench,Morone americana,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Morone,White Perch,NA,NA,Fish,Other,NA,NA,NA,46260
wqbench,Morone chrysops,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Morone,White Bass,NA,NA,Fish,Other,NA,NA,NA,46259
wqbench,Morone saxatilis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Morone,Striped Bass,NA,NA,Fish,Other,NA,NA,NA,34816
wqbench,Morone saxatilis x chrysops,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Morone,Sunshine Bass,NA,NA,Fish,Other,NA,NA,NA,34816
wqbench,Morone sp.,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Morone,Striped Bass,NA,NA,Fish,Other,NA,NA,NA,34815
wqbench,Morula granulata,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Muricidae,Morula,Rock Snail,NA,NA,Invertebrate,Other,NA,NA,NA,508942
wqbench,Mougeotia sp.,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Zygnematales,Zygnemataceae,Mougeotia,Green Algae,NA,NA,Algae,Other,NA,NA,NA,13157
wqbench,Moxostoma hubbsi,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Copper Redhorse,NA,NA,Fish,Other,NA,NA,NA,210640
wqbench,Mugil auratus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Golden Mullet,NA,NA,Fish,Other,NA,NA,NA,48191
wqbench,Mugil carinatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Tau-Ah Mullet,NA,NA,Fish,Other,NA,NA,NA,NA
wqbench,Mugil cephalus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Striped Mullet,NA,NA,Fish,Other,NA,NA,NA,48193
wqbench,Mugil curema,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,White Mullet,NA,NA,Fish,Other,NA,NA,NA,48194
wqbench,Mugil liza,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Liza,NA,NA,Fish,Other,NA,NA,NA,426484
wqbench,Mugil saliens,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Leaping Grey Mullet,NA,NA,Fish,Other,NA,NA,NA,48192
wqbench,Mugil sp.,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mullet,NA,NA,Fish,Other,NA,NA,NA,8190
wqbench,Mulinia lateralis,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Mactridae,Mulinia,Clam,NA,NA,Invertebrate,Other,NA,NA,NA,31206
wqbench,Mullus barbatus ssp. ponticus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Mullidae,Mullus,Red Mullet,NA,NA,Fish,Other,NA,NA,NA,NA
wqbench,Murex trunculus,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Muricidae,Murex,Rock Shells,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Musculium securis,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Pisidiidae,Musculium,Pond Fingernailclam,NA,NA,Invertebrate,Other,NA,NA,NA,127830
wqbench,Musculium transversum,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Pisidiidae,Musculium,Long Fingernail Clam,NA,NA,Invertebrate,Other,NA,NA,NA,192225
wqbench,Mya arenaria,Animalia,Mollusca,NA,NA,Bivalvia,Myoida,Myidae,Mya,"Sand Gaper, Soft Shell Clam",NA,NA,Invertebrate,Other,NA,NA,NA,6604
wqbench,Mylonchulus sp.,Animalia,Nematoda,NA,NA,Adenophorea,Dorylaimida,Mononchidae,Mylonchulus,Nematode,NA,NA,Invertebrate,Other,NA,NA,NA,70233
wqbench,Mylopharyngodon piceus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae,Mylopharyngodon,Black Carp,NA,NA,Fish,Other,NA,NA,NA,75356
wqbench,Myoxocephalus octodecemspinosus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Longhorn Sculpin,NA,NA,Fish,Other,NA,NA,NA,68557
wqbench,Myoxocephalus quadricornis,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Fourhorn Sculpin,NA,NA,Fish,Other,NA,NA,NA,200680
wqbench,Myoxocephalus scorpius,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Shorthorn Sculpin,NA,NA,Fish,Other,NA,NA,NA,8097
wqbench,Myriophyllum alterniflorum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Water-Milfoil,NA,NA,Plant,Other,NA,NA,NA,434553
wqbench,Myriophyllum aquaticum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Parrot Feather Watermilfoil,NA,NA,Plant,Other,NA,NA,NA,208863
wqbench,Myriophyllum heterophyllum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Two-Leaf Water-Milfoil,NA,NA,Plant,Other,NA,NA,NA,208866
wqbench,Myriophyllum quitense,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Andean Water Milfoil,NA,NA,Plant,Other,NA,NA,NA,208870
wqbench,Myriophyllum sibiricum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Water Milfoil,NA,NA,Plant,Other,NA,NA,NA,24953
wqbench,Myriophyllum sp.,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Water-Milfoil,NA,NA,Plant,Other,NA,NA,NA,24952
wqbench,Myriophyllum spicatum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Eurasian Watermilfoil,NA,NA,Plant,Other,NA,NA,NA,208873
wqbench,Myriophyllum variifolium,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Varied Water-Milfoil,NA,NA,Plant,Other,NA,NA,NA,NA
wqbench,Myriophyllum verticillatum,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,Whorl-Leaf Watermilfoil,NA,NA,Plant,Other,NA,NA,NA,208876
wqbench,Mysella anomala,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Lasaeidae,Mysella,Bivalve,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mysidopsis almyra,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysidopsis,Opossum Shrimp,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mysidopsis bigelowi,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysidopsis,Shrimp,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mysidopsis intii,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysidopsis,Pacific Mysid,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mysidopsis juniae,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysidopsis,Shrimp,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mysis oculata,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysis,Pelagic Mysid,NA,NA,Invertebrate,Other,NA,NA,NA,349386
wqbench,Mysis relicta,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Mysida,Mysidae,Mysis,Opossum Shrimp,NA,NA,Invertebrate,Other,NA,NA,NA,261864
wqbench,Mystacides sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Leptoceridae,Mystacides,Long-Horn Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,446512
wqbench,Mystus cavasius,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,Mystus,Catfish,NA,NA,Fish,Other,NA,NA,NA,205132
wqbench,Mystus gulio,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,Mystus,Catfish,NA,NA,Fish,Other,NA,NA,NA,568893
wqbench,Mystus keletius,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,Mystus,Catfish,NA,NA,Fish,Other,NA,NA,NA,NA
wqbench,Mystus tengara,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,Mystus,Catfish,NA,NA,Fish,Other,NA,NA,NA,402707
wqbench,Mystus vittatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae,Mystus,Striped Catfish,NA,NA,Fish,Other,NA,NA,NA,337539
wqbench,Mytilicola intestinalis,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Poecilostomatoida,Mytilicolidae,Mytilicola,Red Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,298439
wqbench,Mytilina sp.,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Mytilinidae,Mytilina,Rotifer,NA,NA,Invertebrate,Other,NA,NA,NA,360680
wqbench,Mytilina ventralis,Animalia,Rotifera,NA,NA,Monogononta,Ploima,Mytilinidae,Mytilina,Rotifer,NA,NA,Invertebrate,Other,NA,NA,NA,360682
wqbench,Mytilopsis leucophaeata,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Dreissenidae,Mytilopsis,Dark False Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,45971
wqbench,Mytilopsis sallei,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Dreissenidae,Mytilopsis,Santo Domingo Falsemussel,NA,NA,Invertebrate,Other,NA,NA,NA,152466
wqbench,Mytilus californianus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,6549
wqbench,Mytilus coruscus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,42192
wqbench,Mytilus edulis,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,"Common Bay Mussel,Blue Mussel",NA,NA,Invertebrate,Other,NA,NA,NA,6550
wqbench,Mytilus edulis ssp. planulatus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Mytilus galloprovincialis,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mediterranean Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,29158
wqbench,Mytilus sp.,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,61855
wqbench,Mytilus trossulus,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Pacific Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,6551
wqbench,Mytilus viridis,Animalia,Mollusca,NA,NA,Bivalvia,Mytiloida,Mytilidae,Mytilus,Green Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Naegleria lovaniensis,Animalia,Protozoa,Sarcodina,Rhizopoda,Lobosa,Amoebida,Vahlkampfiidae,Naegleria,Amoeba,NA,NA,Invertebrate,Other,NA,NA,NA,51637
wqbench,Nais communis,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Nais,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,188228
wqbench,Nais elinguis,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Nais,Oligochaete Worm,NA,NA,Invertebrate,Other,NA,NA,NA,74736
wqbench,Nais sp.,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Nais,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,74730
wqbench,Nais variabilis,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Nais,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,212334
wqbench,Najas flexilis,Plantae,Magnoliophyta,NA,NA,Liliopsida,Najadales,Najadaceae,Najas,Slender Water-Nymph,NA,NA,Plant,Other,NA,NA,NA,29650
wqbench,Najas guadalupensis,Plantae,Magnoliophyta,NA,NA,Liliopsida,Najadales,Najadaceae,Najas,Common Water-Nymph,NA,NA,Plant,Other,NA,NA,NA,403037
wqbench,Najas marina,Plantae,Magnoliophyta,NA,NA,Liliopsida,Najadales,Najadaceae,Najas,Spiny Naiad,NA,NA,Plant,Other,NA,NA,NA,55316
wqbench,Najas sp.,Plantae,Magnoliophyta,NA,NA,Liliopsida,Najadales,Najadaceae,Najas,Water Nymph,NA,NA,Plant,Other,NA,NA,NA,13165
wqbench,Namanereis sp.,Animalia,Annelida,Polychaeta,NA,Errantia,Aciculata,Nereididae,Namanereis,Polychaete,NA,NA,Invertebrate,Other,NA,NA,NA,1235845
wqbench,Nandus nandus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Nandidae,Nandus,Leaf Fish,NA,NA,Fish,Other,NA,NA,NA,248996
wqbench,Nannochloris atomus,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Oocystaceae,Nannochloris,Microalgae,NA,NA,Algae,Other,NA,NA,NA,133490
wqbench,Nannochloropsis gaditana,Chromista,Ochrophyta,NA,NA,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Microalgae,NA,NA,Algae,Other,NA,NA,NA,72520
wqbench,Nannochloropsis oceanica,Chromista,Ochrophyta,NA,NA,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Microalgae,NA,NA,Algae,Other,NA,NA,NA,145522
wqbench,Nannochloropsis oculata,Chromista,Ochrophyta,NA,NA,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Yellow Green Algae,NA,NA,Algae,Other,NA,NA,NA,43925
wqbench,Nannochloropsis salina,Chromista,Ochrophyta,NA,NA,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Yellow Green Algae,NA,NA,Algae,Other,NA,NA,NA,2511165
wqbench,Nannochloropsis sp.,Chromista,Ochrophyta,NA,NA,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Microalgae,NA,NA,Algae,Other,NA,NA,NA,5748
wqbench,Nannostomus unifasciatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Oneline Pencilfish,NA,NA,Fish,Other,NA,NA,NA,268477
wqbench,Nanosesarma sp.,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Grapsidae,Nanosesarma,Crab,NA,NA,Invertebrate,Other,NA,NA,NA,1041454
wqbench,Nassarius dorsatus,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Channeled Nassa,NA,NA,Invertebrate,Other,NA,NA,NA,1246631
wqbench,Nassarius festivus,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Snail,NA,NA,Invertebrate,Other,NA,NA,NA,1052094
wqbench,Nassarius obsoletus,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Eastern Mud Snail,NA,NA,Invertebrate,Other,NA,NA,NA,34582
wqbench,Nassarius reticulatus,Animalia,Mollusca,NA,NA,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Netted Dog Whelk,NA,NA,Invertebrate,Other,NA,NA,NA,6485
wqbench,Nassula variabilis,Animalia,Ciliophora,NA,NA,Nassophorea,Nassulida,Nassulidae,Nassula,Ciliate,NA,NA,Invertebrate,Other,NA,NA,NA,2094256
wqbench,Nasturtium officinale,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Watercress,NA,NA,Plant,Other,NA,NA,NA,65948
wqbench,Navicula confervacea,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Pennales,Naviculaceae,Navicula,Diatom,NA,NA,Algae,Other,NA,NA,NA,NA
wqbench,Navicula cryptocephala,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Pennales,Naviculaceae,Navicula,Diatom,NA,NA,Algae,Other,NA,NA,NA,138538
wqbench,Navicula cryptotenella,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Pennales,Naviculaceae,Navicula,Diatom,NA,NA,Algae,Other,NA,NA,NA,431400
